Temp,cmp1,cmp2,cmp3,cmp4,cmp5,cmp6,cmp7,cmp8,cmp9,cmp10,cmp11,cmp12,cmp13
470.06,238179.96,177034.35,156805.36,26020.59,97059.09,22296.24,36917.21,9309.49,24898,21440.94,8711.42,32332.01,3349.03
470.16,238630.43,177461.89,157156.87,26098.83,97300.36,22361.3,37027.76,9342.39,24976.68,21507.47,8740.91,32431.94,3361.18
470.26,239081.54,177890.26,157508.99,26177.27,97542.09,22426.52,37138.58,9375.39,25055.57,21574.17,8770.48,32532.12,3373.36
470.36,239533.28,178319.48,157861.71,26255.9,97784.31,22491.91,37249.69,9408.49,25134.67,21641.05,8800.15,32632.55,3385.58
470.46,239985.66,178749.53,158215.05,26334.73,98026.99,22557.45,37361.09,9441.69,25213.99,21708.11,8829.9,32733.25,3397.84
470.56,240438.68,179180.42,158569,26413.74,98270.15,22623.16,37472.77,9474.99,25293.53,21775.34,8859.74,32834.2,3410.13
470.66,240892.33,179612.16,158923.56,26492.96,98513.79,22689.02,37584.74,9508.38,25373.29,21842.75,8889.67,32935.4,3422.47
470.76,241346.62,180044.74,159278.73,26572.37,98757.9,22755.05,37697,9541.88,25453.26,21910.33,8919.69,33036.87,3434.84
470.86,241801.55,180478.16,159634.51,26651.97,99002.48,22821.23,37809.54,9575.47,25533.45,21978.1,8949.8,33138.59,3447.25
470.96,242257.12,180912.43,159990.91,26731.77,99247.55,22887.58,37922.38,9609.17,25613.85,22046.04,8980,33240.57,3459.69
471.06,242713.32,181347.55,160347.92,26811.76,99493.09,22954.09,38035.5,9642.96,25694.48,22114.15,9010.28,33342.81,3472.18
471.16,243170.17,181783.52,160705.55,26891.95,99739.11,23020.77,38148.91,9676.86,25775.33,22182.45,9040.66,33445.32,3484.71
471.26,243627.65,182220.33,161063.8,26972.34,99985.61,23087.6,38262.61,9710.85,25856.39,22250.93,9071.13,33548.08,3497.27
471.36,244085.78,182658,161422.66,27052.92,100232.58,23154.6,38376.6,9744.95,25937.68,22319.58,9101.68,33651.1,3509.87
471.46,244544.55,183096.52,161782.14,27133.71,100480.04,23221.76,38490.89,9779.14,26019.18,22388.42,9132.33,33754.39,3522.51
471.56,245003.96,183535.89,162142.23,27214.69,100727.98,23289.09,38605.46,9813.44,26100.91,22457.43,9163.07,33857.93,3535.19
471.66,245464.01,183976.12,162502.95,27295.86,100976.4,23356.58,38720.33,9847.84,26182.86,22526.63,9193.9,33961.74,3547.91
471.76,245924.7,184417.2,162864.28,27377.24,101225.3,23424.23,38835.5,9882.34,26265.03,22596.01,9224.81,34065.81,3560.67
471.86,246386.04,184859.14,163226.24,27458.82,101474.69,23492.05,38950.95,9916.95,26347.42,22665.56,9255.83,34170.15,3573.47
471.96,246848.02,185301.94,163588.81,27540.59,101724.56,23560.04,39066.7,9951.65,26430.04,22735.3,9286.93,34274.75,3586.3
472.06,247310.65,185745.59,163952.01,27622.56,101974.91,23628.19,39182.75,9986.46,26512.88,22805.22,9318.12,34379.61,3599.18
472.16,247773.92,186190.11,164315.83,27704.74,102225.75,23696.5,39299.09,10021.37,26595.95,22875.33,9349.41,34484.74,3612.1
472.26,248237.84,186635.49,164680.27,27787.11,102477.07,23764.98,39415.73,10056.39,26679.24,22945.61,9380.79,34590.13,3625.05
472.36,248702.4,187081.73,165045.33,27869.68,102728.88,23833.63,39532.66,10091.51,26762.75,23016.08,9412.26,34695.79,3638.05
472.46,249167.61,187528.84,165411.02,27952.46,102981.18,23902.44,39649.9,10126.73,26846.49,23086.74,9443.82,34801.72,3651.08
472.56,249633.47,187976.81,165777.34,28035.44,103233.96,23971.42,39767.43,10162.05,26930.46,23157.57,9475.48,34907.91,3664.15
472.66,250099.97,188425.65,166144.28,28118.62,103487.23,24040.57,39885.26,10197.48,27014.65,23228.59,9507.23,35014.37,3677.27
472.76,250567.12,188875.36,166511.85,28202,103740.99,24109.88,40003.39,10233.01,27099.07,23299.8,9539.07,35121.1,3690.42
472.86,251034.93,189325.93,166880.04,28285.58,103995.24,24179.36,40121.82,10268.65,27183.72,23371.19,9571,35228.1,3703.62
472.96,251503.38,189777.38,167248.86,28369.37,104249.98,24249.01,40240.55,10304.39,27268.6,23442.77,9603.03,35335.37,3716.85
473.06,251972.48,190229.7,167618.31,28453.35,104505.21,24318.83,40359.58,10340.24,27353.7,23514.53,9635.16,35442.91,3730.13
473.16,252442.23,190682.89,167988.4,28537.55,104760.93,24388.82,40478.92,10376.19,27439.04,23586.48,9667.38,35550.71,3743.45
473.26,252912.64,191136.96,168359.11,28621.94,105017.15,24458.98,40598.55,10412.24,27524.6,23658.61,9699.69,35658.79,3756.8
473.36,253383.69,191591.9,168730.45,28706.55,105273.85,24529.3,40718.49,10448.41,27610.39,23730.93,9732.1,35767.14,3770.2
473.46,253855.4,192047.72,169102.42,28791.35,105531.05,24599.8,40838.74,10484.67,27696.42,23803.44,9764.6,35875.76,3783.64
473.56,254327.76,192504.42,169475.02,28876.36,105788.74,24670.46,40959.28,10521.05,27782.68,23876.14,9797.2,35984.65,3797.12
473.66,254800.78,192961.99,169848.26,28961.58,106046.93,24741.3,41080.14,10557.53,27869.16,23949.03,9829.89,36093.82,3810.64
473.76,255274.45,193420.45,170222.13,29047,106305.61,24812.3,41201.3,10594.11,27955.88,24022.1,9862.68,36203.25,3824.2
473.86,255748.77,193879.79,170596.64,29132.63,106564.79,24883.48,41322.76,10630.81,28042.84,24095.36,9895.57,36312.97,3837.8
473.96,256223.75,194340.01,170971.78,29218.46,106824.47,24954.83,41444.54,10667.61,28130.02,24168.82,9928.55,36422.95,3851.44
474.06,256699.38,194801.11,171347.55,29304.5,107084.64,25026.35,41566.62,10704.52,28217.44,24242.46,9961.63,36533.21,3865.13
474.16,257175.67,195263.1,171723.97,29390.75,107345.31,25098.04,41689.01,10741.53,28305.1,24316.29,9994.8,36643.75,3878.85
474.26,257652.62,195725.98,172101.02,29477.21,107606.48,25169.91,41811.7,10778.66,28392.99,24390.31,10028.08,36754.56,3892.62
474.36,258130.22,196189.75,172478.7,29563.87,107868.14,25241.94,41934.71,10815.89,28481.11,24464.53,10061.45,36865.65,3906.43
474.46,258608.49,196654.4,172857.03,29650.75,108130.31,25314.15,42058.03,10853.23,28569.48,24538.93,10094.91,36977.02,3920.28
474.56,259087.41,197119.95,173235.99,29737.83,108392.98,25386.54,42181.66,10890.68,28658.07,24613.53,10128.48,37088.66,3934.18
474.66,259566.99,197586.39,173615.6,29825.12,108656.15,25459.1,42305.6,10928.23,28746.91,24688.32,10162.14,37200.58,3948.11
474.76,260047.22,198053.72,173995.84,29912.62,108919.82,25531.83,42429.85,10965.9,28835.98,24763.3,10195.9,37312.78,3962.09
474.86,260528.12,198521.94,174376.73,30000.33,109183.99,25604.73,42554.42,11003.68,28925.29,24838.47,10229.76,37425.26,3976.11
474.96,261009.68,198991.06,174758.26,30088.25,109448.67,25677.81,42679.3,11041.56,29014.84,24913.84,10263.71,37538.01,3990.17
475.06,261491.9,199461.08,175140.43,30176.38,109713.85,25751.07,42804.49,11079.56,29104.63,24989.4,10297.77,37651.05,4004.28
475.16,261974.79,199931.99,175523.25,30264.73,109979.53,25824.5,42930,11117.66,29194.66,25065.15,10331.93,37764.37,4018.42
475.26,262458.33,200403.81,175906.71,30353.28,110245.72,25898.1,43055.82,11155.88,29284.92,25141.1,10366.18,37877.97,4032.61
475.36,262942.54,200876.52,176290.81,30442.05,110512.42,25971.88,43181.96,11194.2,29375.43,25217.25,10400.53,37991.85,4046.85
475.46,263427.41,201350.14,176675.56,30531.02,110779.62,26045.84,43308.42,11232.64,29466.18,25293.59,10434.99,38106.01,4061.12
475.56,263912.95,201824.66,177060.96,30620.21,111047.33,26119.97,43435.19,11271.19,29557.18,25370.12,10469.54,38220.46,4075.44
475.66,264399.15,202300.09,177447,30709.62,111315.54,26194.29,43562.29,11309.85,29648.41,25446.86,10504.2,38335.19,4089.8
475.76,264886.01,202776.42,177833.7,30799.23,111584.27,26268.77,43689.7,11348.62,29739.89,25523.78,10538.95,38450.2,4104.21
475.86,265373.54,203253.65,178221.04,30889.06,111853.5,26343.44,43817.43,11387.5,29831.61,25600.91,10573.81,38565.5,4118.65
475.96,265861.74,203731.8,178609.02,30979.11,112123.24,26418.28,43945.48,11426.49,29923.57,25678.23,10608.77,38681.08,4133.14
476.06,266350.61,204210.85,178997.66,31069.37,112393.5,26493.31,44073.85,11465.6,30015.78,25755.75,10643.82,38796.95,4147.68
476.16,266840.14,204690.82,179386.95,31159.84,112664.26,26568.51,44202.54,11504.82,30108.23,25833.47,10678.98,38913.1,4162.26
476.26,267330.34,205171.7,179776.9,31250.53,112935.54,26643.89,44331.55,11544.15,30200.93,25911.39,10714.25,39029.54,4176.88
476.36,267821.21,205653.49,180167.49,31341.43,113207.33,26719.45,44460.89,11583.6,30293.88,25989.5,10749.61,39146.27,4191.54
476.46,268312.74,206136.2,180558.74,31432.55,113479.63,26795.18,44590.55,11623.16,30387.07,26067.82,10785.08,39263.28,4206.25
476.56,268804.95,206619.82,180950.64,31523.89,113752.44,26871.1,44720.53,11662.83,30480.51,26146.33,10820.65,39380.58,4221.01
476.66,269297.83,207104.36,181343.19,31615.44,114025.78,26947.2,44850.84,11702.62,30574.19,26225.05,10856.32,39498.17,4235.8
476.76,269791.37,207589.81,181736.4,31707.21,114299.62,27023.48,44981.48,11742.52,30668.13,26303.96,10892.09,39616.05,4250.65
476.86,270285.59,208076.19,182130.26,31799.2,114573.98,27099.94,45112.44,11782.53,30762.31,26383.08,10927.97,39734.22,4265.53
476.96,270780.48,208563.49,182524.79,31891.41,114848.86,27176.58,45243.72,11822.66,30856.74,26462.4,10963.95,39852.68,4280.46
477.06,271276.05,209051.71,182919.96,31983.83,115124.25,27253.41,45375.34,11862.9,30951.43,26541.92,11000.04,39971.43,4295.44
477.16,271772.28,209540.85,183315.8,32076.48,115400.16,27330.41,45507.28,11903.26,31046.36,26621.64,11036.23,40090.47,4310.46
477.26,272269.19,210030.92,183712.29,32169.34,115676.59,27407.6,45639.55,11943.74,31141.54,26701.57,11072.52,40209.8,4325.52
477.36,272766.78,210521.92,184109.45,32262.42,115953.54,27484.97,45772.15,11984.33,31236.98,26781.69,11108.92,40329.43,4340.63
477.46,273265.04,211013.84,184507.26,32355.72,116231.01,27562.52,45905.08,12025.04,31332.67,26862.02,11145.43,40449.34,4355.78
477.56,273763.97,211506.69,184905.74,32449.24,116509,27640.26,46038.34,12065.86,31428.61,26942.56,11182.04,40569.56,4370.98
477.66,274263.58,212000.47,185304.87,32542.98,116787.51,27718.18,46171.93,12106.8,31524.8,27023.3,11218.75,40690.06,4386.23
477.76,274763.87,212495.18,185704.67,32636.95,117066.55,27796.28,46305.85,12147.85,31621.25,27104.24,11255.57,40810.86,4401.52
477.86,275264.83,212990.83,186105.13,32731.13,117346.1,27874.57,46440.11,12189.03,31717.95,27185.39,11292.5,40931.95,4416.85
477.96,275766.47,213487.41,186506.26,32825.54,117626.18,27953.04,46574.7,12230.32,31814.91,27266.75,11329.53,41053.34,4432.23
478.06,276268.79,213984.92,186908.05,32920.16,117906.78,28031.7,46709.62,12271.72,31912.12,27348.31,11366.67,41175.03,4447.66
478.16,276771.78,214483.37,187310.5,33015.02,118187.91,28110.54,46844.88,12313.25,32009.59,27430.08,11403.91,41297.01,4463.13
478.26,277275.46,214982.76,187713.62,33110.09,118469.56,28189.57,46980.48,12354.89,32107.31,27512.05,11441.27,41419.29,4478.65
478.36,277779.82,215483.09,188117.41,33205.39,118751.74,28268.79,47116.41,12396.65,32205.29,27594.23,11478.73,41541.87,4494.21
478.46,278284.85,215984.36,188521.87,33300.91,119034.44,28348.19,47252.67,12438.53,32303.53,27676.62,11516.29,41664.75,4509.82
478.56,278790.57,216486.56,188926.99,33396.65,119317.67,28427.78,47389.28,12480.53,32402.03,27759.22,11553.97,41787.92,4525.48
478.66,279296.97,216989.72,189332.78,33492.62,119601.43,28507.55,47526.22,12522.65,32500.78,27842.02,11591.75,41911.4,4541.18
478.76,279804.05,217493.81,189739.24,33588.81,119885.71,28587.52,47663.5,12564.89,32599.8,27925.04,11629.64,42035.17,4556.93
478.86,280311.81,217998.85,190146.37,33685.23,120170.53,28667.67,47801.12,12607.25,32699.07,28008.26,11667.64,42159.25,4572.72
478.96,280820.26,218504.84,190554.17,33781.88,120455.88,28748.01,47939.08,12649.72,32798.61,28091.69,11705.75,42283.62,4588.57
479.06,281329.39,219011.78,190962.64,33878.75,120741.75,28828.53,48077.39,12692.32,32898.4,28175.34,11743.97,42408.3,4604.45
479.16,281839.2,219519.67,191371.79,33975.85,121028.16,28909.25,48216.03,12735.04,32998.46,28259.19,11782.29,42533.28,4620.39
479.26,282349.7,220028.5,191781.6,34073.17,121315.1,28990.15,48355.01,12777.88,33098.78,28343.26,11820.73,42658.56,4636.37
479.36,282860.89,220538.29,192192.1,34170.72,121602.57,29071.25,48494.34,12820.84,33199.36,28427.53,11859.28,42784.15,4652.4
479.46,283372.76,221049.03,192603.26,34268.5,121890.58,29152.53,48634.01,12863.92,33300.21,28512.02,11897.93,42910.04,4668.48
479.56,283885.32,221560.73,193015.1,34366.51,122179.12,29234.01,48774.03,12907.12,33401.32,28596.72,11936.7,43036.23,4684.6
479.66,284398.56,222073.38,193427.62,34464.74,122468.19,29315.67,48914.39,12950.44,33502.69,28681.63,11975.58,43162.73,4700.77
479.76,284912.49,222586.99,193840.82,36078.43082,122757.8,29397.53,49055.1,12993.89,33604.33,28766.76,12014.57,43289.53,4716.99
479.86,285427.11,223101.56,194254.69,36177.17328,123047.94,29479.58,49196.15,13037.45,33706.23,28852.1,12053.67,43416.64,4733.25
479.96,285942.42,223617.09,194669.24,36276.13459,123338.63,29561.82,49337.55,13081.15,33808.41,28937.66,12092.88,43544.06,4749.57
480.06,286458.42,224133.58,195084.46,36375.31513,123629.84,29644.25,49479.3,13124.96,33910.84,29023.42,12132.2,43671.78,4765.93
480.16,286975.11,224651.03,195500.37,36474.71524,123921.6,29726.87,49621.4,13168.9,34013.55,29109.41,12171.64,43799.81,4782.34
480.26,287492.49,225169.45,195916.96,36574.33528,124213.9,29809.69,49763.85,13212.96,34116.52,29195.61,12211.18,43928.15,4798.8
480.36,288010.56,225688.83,196334.23,36674.1756,124506.73,29892.7,49906.64,13257.14,34219.76,29282.02,12250.84,44056.8,4815.3
480.46,288529.32,226209.18,196752.18,36774.23656,124800.11,29975.9,50049.79,13301.45,34323.27,29368.65,12290.62,44185.76,4831.85
480.56,289048.77,226730.49,197170.81,36874.51853,125094.02,30059.29,50193.29,13345.88,34427.05,29455.5,12330.5,44315.03,4848.46
480.66,289568.92,227252.78,197590.13,36975.02185,125388.48,30142.89,50337.14,13390.43,34531.1,29542.56,12370.5,44444.61,4865.11
480.76,290089.76,227776.03,198010.13,37075.74688,125683.48,30226.67,50481.34,13435.11,34635.42,29629.84,12410.61,44574.5,4881.81
480.86,290611.29,228300.26,198430.82,37176.69398,125979.02,30310.65,50625.89,13479.92,34740.01,29717.34,12450.84,44704.7,4898.56
480.96,291133.52,228825.46,198852.19,37277.86351,126275.1,30394.82,50770.8,13524.85,34844.87,29805.06,12491.18,44835.21,4915.35
481.06,291656.44,229351.63,199274.25,37379.25583,126571.73,30479.2,50916.07,13569.91,34950.01,29893,12531.64,44966.04,4932.2
481.16,292180.06,229878.78,199696.99,37480.87129,126868.91,30563.76,51061.69,13615.09,35055.42,29981.16,12572.21,45097.17,4949.09
481.26,292704.37,230406.91,200120.42,37582.71025,127166.63,30648.52,51207.67,13660.4,35161.1,30069.53,12612.89,45228.63,4966.04
481.36,293229.39,230936.01,200544.54,37684.77308,127464.89,30733.48,51354,13705.83,35267.05,30158.13,12653.69,45360.39,4983.03
481.46,293755.09,231466.09,200969.35,37787.06013,127763.71,30818.64,51500.69,13751.4,35373.29,30246.94,12694.61,45492.48,5000.07
481.56,294281.5,231997.16,201394.85,37889.57177,128063.07,30903.99,51647.74,13797.08,35479.79,30335.98,12735.64,45624.87,5017.17
481.66,294808.61,232529.21,201821.04,37992.30835,128362.97,30989.54,51795.15,13842.9,35586.58,30425.24,12776.79,45757.59,5034.31
481.76,295336.41,233062.24,202247.92,38095.27023,128663.43,31075.29,51942.92,13888.84,35693.63,30514.72,12818.05,45890.62,5051.5
481.86,295864.91,233596.26,202675.49,38198.45777,128964.44,31161.24,52091.05,13934.92,35800.97,30604.42,12859.43,46023.97,5068.74
481.96,296394.12,234131.26,203103.75,38301.87134,129266,31247.39,52239.54,13981.11,35908.59,30694.35,12900.93,46157.63,5086.03
482.06,296924.02,234667.25,203532.71,38405.5113,129568.11,31333.73,52388.39,14027.44,36016.48,30784.49,12942.55,46291.62,5103.37
482.16,297454.63,235204.23,203962.36,38509.37801,129870.77,31420.28,52537.61,14073.9,36124.65,30874.87,12984.28,46425.92,5120.77
482.26,297985.94,235742.2,204392.71,38613.47182,130173.98,31507.02,52687.19,14120.48,36233.1,30965.46,13026.13,46560.54,5138.21
482.36,298517.95,236281.16,204823.76,38717.79311,130477.74,31593.97,52837.13,14167.2,36341.83,31056.28,13068.1,46695.49,5155.7
482.46,299050.66,236821.11,205255.49,38822.34224,130782.06,31681.11,52987.44,14214.04,36450.84,31147.33,13110.18,46830.75,5173.24
482.56,299584.08,237362.06,205687.93,38927.11956,131086.94,31768.46,53138.11,14261.01,36560.14,31238.6,13152.39,46966.33,5190.84
482.66,300118.2,237904,206121.07,39032.12544,131392.36,31856,53289.15,14308.12,36669.71,31330.1,13194.71,47102.24,5208.48
482.76,300653.02,238446.95,206554.9,39137.36025,131698.35,31943.75,53440.56,14355.35,36779.57,31421.82,13237.16,47238.47,5226.18
482.86,301188.56,238990.88,206989.43,39242.82435,132004.89,32031.7,53592.33,14402.72,36889.71,31513.77,13279.72,47375.02,5243.92
482.96,301724.79,239535.82,207424.66,39348.5181,132311.99,32119.86,53744.48,14450.21,37000.14,31605.95,13322.41,47511.9,5261.72
483.06,302261.74,240081.76,207860.6,39454.44187,132619.65,32208.21,53896.99,14497.84,37110.84,31698.35,13365.21,47649.09,5279.57
483.16,302799.39,240628.71,208297.23,39560.59602,132927.86,32296.77,54049.87,14545.59,37221.84,31790.98,13408.13,47786.62,5297.47
483.26,303337.74,241176.65,208734.57,39666.98092,133236.63,32385.54,54203.12,14593.48,37333.12,31883.84,13451.18,47924.47,5315.42
483.36,303876.81,241725.6,209172.61,39773.59694,133545.97,32474.5,54356.75,14641.5,37444.68,31976.93,13494.34,48062.64,5333.43
483.46,304416.58,242275.56,209611.35,39880.44443,133855.86,32563.67,54510.75,14689.66,37556.53,32070.25,13537.63,48201.14,5351.48
483.56,304957.07,242826.52,210050.8,39987.52377,134166.32,32653.05,54665.12,14737.94,37668.67,32163.8,13581.04,48339.97,5369.59
483.66,305498.26,243378.5,210490.96,40094.83532,134477.34,32742.63,54819.86,14786.36,37781.1,32257.58,13624.57,48479.13,5387.75
483.76,306040.17,243931.48,210931.81,40202.37944,134788.92,32832.42,54974.98,14834.92,37893.82,32351.59,13668.22,48618.61,5405.96
483.86,306582.78,244485.48,211373.38,40310.15651,135101.06,32922.41,55130.47,14883.6,38006.82,32445.84,13711.99,48758.43,5424.23
483.96,307126.11,245040.49,211815.65,40418.1669,135413.77,33012.6,55286.34,14932.42,38120.12,32540.31,13755.89,48898.57,5442.54
484.06,307670.15,245596.51,212258.64,40526.41096,135727.05,33103.01,55442.58,14981.37,38233.7,32635.01,13799.91,49039.04,5460.91
484.16,308214.9,246153.55,212702.33,40634.88908,136040.88,33193.62,55599.2,15030.46,38347.58,32729.95,13844.05,49179.84,5479.33
484.26,308760.37,246711.61,213146.73,40743.6016,136355.29,33284.44,55756.21,15079.68,38461.75,32825.12,13888.32,49320.98,5497.81
484.36,309306.55,247270.68,213591.84,40852.54892,136670.26,33375.46,55913.59,15129.04,38576.21,32920.53,13932.71,49462.44,5516.33
484.46,309853.44,247830.78,214037.66,40961.73138,136985.8,33466.7,56071.34,15178.53,38690.96,33016.17,13977.22,49604.24,5534.91
484.56,310401.05,248391.89,214484.19,41071.14937,137301.91,33558.14,56229.48,15228.16,38806.01,33112.04,14021.86,49746.37,5553.55
484.66,310949.37,248954.03,214931.44,41180.80325,137618.59,33649.79,56388,15277.92,38921.35,33208.15,14066.63,49888.84,5572.23
484.76,311498.41,249517.19,215379.4,41290.6934,137935.83,33741.65,56546.91,15327.82,39036.99,33304.49,14111.51,50031.63,5590.97
484.86,312048.17,250081.38,215828.07,41400.82017,138253.65,33833.71,56706.19,15377.86,39152.92,33401.07,14156.53,50174.77,5609.76
484.96,312598.65,250646.6,216277.46,41511.18395,138572.04,33925.99,56865.86,15428.03,39269.14,33497.88,14201.67,50318.23,5628.61
485.06,313149.84,251212.84,216727.57,41621.7851,138891,34018.48,57025.91,15478.34,39385.67,33594.94,14246.93,50462.04,5647.51
485.16,313701.75,251780.11,217178.39,41732.624,139210.53,34111.18,57186.35,15528.78,39502.49,33692.23,14292.33,50606.18,5666.46
485.26,314254.38,252348.41,217629.93,41843.70101,139530.64,34204.09,57347.17,15579.37,39619.61,33789.75,14337.84,50750.65,5685.47
485.36,314807.73,252917.75,218082.18,41955.0165,139851.32,34297.21,57508.38,15630.09,39737.02,33887.52,14383.49,50895.47,5704.53
485.46,315361.8,253488.12,218535.16,42066.57086,140172.57,34390.54,57669.98,15680.95,39854.74,33985.52,14429.26,51040.62,5723.65
485.56,315916.59,254059.52,218988.85,42178.36445,140494.4,34484.09,57831.96,15731.95,39972.76,34083.76,14475.16,51186.11,5742.82
485.66,316472.1,254631.96,219443.26,42290.39764,140816.81,34577.85,57994.33,15783.08,40091.07,34182.24,14521.19,51331.94,5762.04
485.76,317028.34,255205.44,219898.4,42402.67081,141139.79,34671.82,58157.09,15834.36,40209.69,34280.97,14567.34,51478.11,5781.32
485.86,317585.29,255779.95,220354.25,42515.18432,141463.35,34766,58320.25,15885.77,40328.61,34379.93,14613.63,51624.62,5800.66
485.96,318142.97,256355.51,220810.83,42627.93856,141787.49,34860.4,58483.79,15937.33,40447.83,34479.13,14660.04,51771.47,5820.05
486.06,318701.38,256932.11,221268.13,42740.9339,142112.21,34955.01,58647.72,15989.02,40567.35,34578.58,14706.58,51918.66,5839.49
486.16,319260.51,257509.75,221726.16,42854.17071,142437.51,35049.83,58812.05,16040.85,40687.18,34678.26,14753.25,52066.2,5858.99
486.26,319820.36,258088.43,222184.9,42967.64936,142763.38,35144.87,58976.77,16092.83,40807.31,34778.19,14800.05,52214.08,5878.54
486.36,320380.94,258668.16,222644.38,43081.37024,143089.84,35240.13,59141.88,16144.94,40927.75,34878.36,14846.98,52362.3,5898.15
486.46,320942.24,259248.94,223104.58,43195.33371,143416.88,35335.6,59307.39,16197.2,41048.49,34978.78,14894.04,52510.86,5917.82
486.56,321504.27,259830.77,223565.51,43309.54015,143744.5,35431.28,59473.3,16249.59,41169.54,35079.43,14941.23,52659.77,5937.54
486.66,322067.03,260413.65,224027.16,43423.98993,144072.71,35527.18,59639.6,16302.13,41290.89,35180.34,14988.55,52809.03,5957.31
486.76,322630.52,260997.57,224489.54,43538.68344,144401.5,35623.3,59806.3,16354.81,41412.55,35281.48,15036.01,52958.63,5977.14
486.86,323194.73,261582.55,224952.66,43653.62104,144730.87,35719.64,59973.39,16407.64,41534.52,35382.88,15083.59,53108.58,5997.03
486.96,323759.67,262168.59,225416.5,43768.80312,145060.83,35816.19,60140.89,16460.6,41656.8,35484.51,15131.3,53258.87,6016.97
487.06,324325.34,262755.68,225881.07,43884.23005,145391.37,35912.96,60308.78,16513.71,41779.39,35586.4,15179.15,53409.51,6036.97
487.16,324891.75,263343.83,226346.37,43999.90221,145722.51,36009.95,60477.07,16566.96,41902.29,35688.53,15227.13,53560.5,6057.03
487.26,325458.88,263933.03,226812.41,44115.81998,146054.22,36107.16,60645.77,16620.36,42025.5,35790.91,15275.24,53711.84,6077.14
487.36,326026.74,264523.3,227279.18,44231.98373,146386.53,36204.58,60814.86,16673.89,42149.01,35893.53,15323.49,53863.53,6097.31
487.46,326595.34,265114.62,227746.68,44348.39384,146719.43,36302.23,60984.36,16727.58,42272.85,35996.4,15371.87,54015.57,6117.54
487.56,327164.67,265707.01,228214.91,44465.05069,147052.91,36400.09,61154.26,16781.4,42396.99,36099.52,15420.38,54167.96,6137.82
487.66,327734.73,266300.46,228683.88,44581.95466,147386.99,36498.18,61324.57,16835.37,42521.45,36202.89,15469.02,54320.7,6158.16
487.76,328305.53,266894.98,229153.59,44699.10613,147721.65,36596.48,61495.28,16889.49,42646.22,36306.51,15517.8,54473.79,6178.55
487.86,328877.06,267490.56,229624.03,44816.50547,148056.91,36695.01,61666.39,16943.75,42771.3,36410.38,15566.72,54627.24,6199.01
487.96,329449.32,268087.21,230095.21,44934.15308,148392.76,36793.76,61837.92,16998.16,42896.7,36514.5,15615.76,54781.03,6219.52
488.06,330022.32,268684.93,230567.13,45052.04931,148729.2,36892.72,62009.85,17052.71,43022.42,36618.87,15664.95,54935.18,6240.09
488.16,330596.05,269283.72,231039.79,45170.19457,149066.24,36991.92,62182.18,17107.41,43148.45,36723.5,15714.27,55089.69,6260.71
488.26,331170.53,269883.59,231513.18,45288.58922,149403.87,37091.33,62354.93,17162.25,43274.8,36828.37,15763.72,55244.55,6281.4
488.36,331745.73,270484.52,231987.32,45407.23365,149742.1,37190.96,62528.09,17217.24,43401.46,36933.5,15813.31,55399.77,6302.14
488.46,332321.68,271086.53,232462.2,45526.12824,150080.92,37290.82,62701.65,17272.38,43528.45,37038.87,15863.04,55555.34,6322.94
488.56,332898.36,271689.62,232937.82,45645.27337,150420.34,37390.91,62875.63,17327.67,43655.75,37144.51,15912.9,55711.27,6343.8
488.66,333475.79,272293.79,233414.18,45764.66942,150760.36,37491.21,63050.02,17383.1,43783.38,37250.39,15962.91,55867.55,6364.71
488.76,334053.95,272899.03,233891.28,45884.31677,151100.97,37591.74,63224.82,17438.68,43911.32,37356.53,16013.04,56024.19,6385.69
488.86,334632.85,273505.36,234369.13,46004.21582,151442.18,37692.5,63400.03,17494.41,44039.59,37462.93,16063.32,56181.2,6406.72
488.96,335212.5,274112.76,234847.72,46124.36693,151783.99,37793.48,63575.66,17550.29,44168.17,37569.58,16113.73,56338.56,6427.81
489.06,335792.88,274721.25,235327.06,46244.77049,152126.41,37894.69,63751.71,17606.31,44297.08,37676.48,16164.29,56496.28,6448.96
489.16,336374.01,275330.83,235807.15,46365.42689,152469.42,37996.12,63928.17,17662.49,44426.31,37783.64,16214.98,56654.36,6470.17
489.26,336955.87,275941.49,236287.98,46486.33651,152813.04,38097.78,64105.04,17718.82,44555.87,37891.06,16265.81,56812.8,6491.44
489.36,337538.49,276553.24,236769.56,46607.49972,153157.25,38199.66,64282.34,17775.29,44685.75,37998.74,16316.77,56971.6,6512.76
489.46,338121.84,277166.07,237251.89,46728.91693,153502.07,38301.77,64460.05,17831.92,44815.95,38106.67,16367.88,57130.77,6534.15
489.56,338705.94,277780,237734.96,46850.58851,153847.5,38404.11,64638.18,17888.69,44946.48,38214.86,16419.13,57290.3,6555.59
489.66,339290.78,278395.02,238218.79,46972.51484,154193.53,38506.68,64816.74,17945.62,45077.34,38323.31,16470.52,57450.19,6577.1
489.76,339876.37,279011.13,238703.37,47094.69631,154540.16,38609.47,64995.71,18002.69,45208.52,38432.02,16522.05,57610.45,6598.66
489.86,340462.71,279628.34,239188.7,47217.13331,154887.4,38712.5,65175.1,18059.92,45340.04,38540.99,16573.72,57771.07,6620.29
489.96,341049.79,280246.64,239674.78,47339.82623,155235.25,38815.75,65354.92,18117.3,45471.88,38650.22,16625.53,57932.05,6641.97
